Participant,Condition,Time,LDA_Errors,SVM_Errors
7,Walking,-6.0,7,2
7,Walking,-5.875,7,1
7,Walking,-5.75,7,3
7,Walking,-5.625,7,5
7,Walking,-5.5,8,5
7,Walking,-5.375,7,7
7,Walking,-5.25,9,9
7,Walking,-5.125,9,8
7,Walking,-5.0,10,10
7,Walking,-4.875,12,10
7,Walking,-4.75,11,10
7,Walking,-4.625,13,9
7,Walking,-4.5,12,10
7,Walking,-4.375,11,10
7,Walking,-4.25,9,8
7,Walking,-4.125,8,7
7,Walking,-4.0,7,5
7,Walking,-3.875,6,5
7,Walking,-3.75,6,6
7,Walking,-3.625,8,4
7,Walking,-3.5,10,5
7,Walking,-3.375,10,4
7,Walking,-3.25,12,2
7,Walking,-3.125,11,5
7,Walking,-3.0,13,9
7,Walking,-2.875,13,10
7,Walking,-2.75,13,11
7,Walking,-2.625,16,12
7,Walking,-2.5,18,15
7,Walking,-2.375,21,22
7,Walking,-2.25,22,20
7,Walking,-2.125,23,18
7,Walking,-2.0,22,15
7,Walking,-1.875,22,14
7,Walking,-1.75,20,15
7,Walking,-1.625,19,13
7,Walking,-1.5,15,11
7,Walking,-1.375,15,11
7,Walking,-1.25,14,9
7,Walking,-1.125,16,8
7,Walking,-1.0,15,6
7,Walking,-0.875,14,9
7,Walking,-0.75,13,11
7,Walking,-0.625,14,11
7,Walking,-0.5,14,11
7,Walking,-0.375,15,13
7,Walking,-0.25,16,12
7,Walking,-0.125,16,10
7,Walking,0.0,19,10
