Participant,Condition,Time,LDA_Errors,SVM_Errors
5,Walking,-6.0,9,6
5,Walking,-5.875,7,7
5,Walking,-5.75,10,8
5,Walking,-5.625,7,8
5,Walking,-5.5,7,6
5,Walking,-5.375,10,8
5,Walking,-5.25,11,7
5,Walking,-5.125,11,8
5,Walking,-5.0,11,8
5,Walking,-4.875,10,6
5,Walking,-4.75,8,5
5,Walking,-4.625,7,7
5,Walking,-4.5,8,9
5,Walking,-4.375,7,8
5,Walking,-4.25,7,8
5,Walking,-4.125,9,7
5,Walking,-4.0,9,9
5,Walking,-3.875,9,9
5,Walking,-3.75,10,11
5,Walking,-3.625,11,10
5,Walking,-3.5,9,13
5,Walking,-3.375,9,12
5,Walking,-3.25,8,11
5,Walking,-3.125,13,10
5,Walking,-3.0,13,7
5,Walking,-2.875,13,8
5,Walking,-2.75,12,10
5,Walking,-2.625,12,8
5,Walking,-2.5,15,7
5,Walking,-2.375,21,27
5,Walking,-2.25,19,26
5,Walking,-2.125,16,25
5,Walking,-2.0,17,22
5,Walking,-1.875,18,20
5,Walking,-1.75,17,20
5,Walking,-1.625,18,19
5,Walking,-1.5,17,18
5,Walking,-1.375,16,17
5,Walking,-1.25,17,17
5,Walking,-1.125,18,15
5,Walking,-1.0,17,18
5,Walking,-0.875,18,18
5,Walking,-0.75,18,19
5,Walking,-0.625,18,18
5,Walking,-0.5,18,17
5,Walking,-0.375,19,17
5,Walking,-0.25,19,18
5,Walking,-0.125,20,18
5,Walking,0.0,20,23
