Participant,Condition,Time,LDA_Errors,SVM_Errors
3,Walking,-6.0,7,8
3,Walking,-5.875,7,8
3,Walking,-5.75,8,7
3,Walking,-5.625,7,6
3,Walking,-5.5,7,5
3,Walking,-5.375,8,6
3,Walking,-5.25,8,6
3,Walking,-5.125,8,6
3,Walking,-5.0,8,4
3,Walking,-4.875,9,3
3,Walking,-4.75,8,2
3,Walking,-4.625,9,2
3,Walking,-4.5,8,4
3,Walking,-4.375,8,3
3,Walking,-4.25,7,3
3,Walking,-4.125,8,3
3,Walking,-4.0,7,3
3,Walking,-3.875,7,2
3,Walking,-3.75,7,2
3,Walking,-3.625,6,3
3,Walking,-3.5,7,6
3,Walking,-3.375,8,5
3,Walking,-3.25,9,5
3,Walking,-3.125,9,5
3,Walking,-3.0,9,6
3,Walking,-2.875,9,4
3,Walking,-2.75,10,4
3,Walking,-2.625,11,4
3,Walking,-2.5,10,6
3,Walking,-2.375,27,30
3,Walking,-2.25,28,28
3,Walking,-2.125,28,26
3,Walking,-2.0,17,21
3,Walking,-1.875,14,20
3,Walking,-1.75,10,15
3,Walking,-1.625,9,10
3,Walking,-1.5,2,2
3,Walking,-1.375,2,2
3,Walking,-1.25,2,1
3,Walking,-1.125,3,2
3,Walking,-1.0,3,3
3,Walking,-0.875,3,3
3,Walking,-0.75,4,3
3,Walking,-0.625,3,3
3,Walking,-0.5,4,5
3,Walking,-0.375,4,4
3,Walking,-0.25,3,4
3,Walking,-0.125,3,4
3,Walking,0.0,3,6
