Participant,Condition,Time,LDA_Errors,SVM_Errors
1,Walking,-6.0,12,9
1,Walking,-5.875,11,10
1,Walking,-5.75,12,13
1,Walking,-5.625,14,10
1,Walking,-5.5,14,12
1,Walking,-5.375,13,11
1,Walking,-5.25,12,12
1,Walking,-5.125,8,11
1,Walking,-5.0,8,12
1,Walking,-4.875,8,12
1,Walking,-4.75,9,11
1,Walking,-4.625,11,9
1,Walking,-4.5,8,10
1,Walking,-4.375,9,12
1,Walking,-4.25,8,9
1,Walking,-4.125,8,9
1,Walking,-4.0,7,10
1,Walking,-3.875,8,7
1,Walking,-3.75,8,7
1,Walking,-3.625,8,9
1,Walking,-3.5,6,5
1,Walking,-3.375,5,5
1,Walking,-3.25,5,5
1,Walking,-3.125,6,3
1,Walking,-3.0,6,3
1,Walking,-2.875,7,5
1,Walking,-2.75,7,6
1,Walking,-2.625,7,8
1,Walking,-2.5,9,9
1,Walking,-2.375,27,25
1,Walking,-2.25,28,25
1,Walking,-2.125,28,24
1,Walking,-2.0,26,26
1,Walking,-1.875,26,24
1,Walking,-1.75,25,23
1,Walking,-1.625,22,19
1,Walking,-1.5,18,16
1,Walking,-1.375,19,17
1,Walking,-1.25,17,16
1,Walking,-1.125,16,15
1,Walking,-1.0,15,13
1,Walking,-0.875,15,14
1,Walking,-0.75,14,12
1,Walking,-0.625,14,12
1,Walking,-0.5,16,12
1,Walking,-0.375,13,10
1,Walking,-0.25,13,11
1,Walking,-0.125,13,10
1,Walking,0.0,12,7
