Participant,Condition,Time,LDA_Errors,SVM_Errors
12,Walking,-6.0,5,4
12,Walking,-5.875,7,5
12,Walking,-5.75,7,6
12,Walking,-5.625,5,7
12,Walking,-5.5,7,7
12,Walking,-5.375,7,7
12,Walking,-5.25,10,10
12,Walking,-5.125,10,11
12,Walking,-5.0,10,13
12,Walking,-4.875,9,13
12,Walking,-4.75,8,13
12,Walking,-4.625,8,12
12,Walking,-4.5,7,13
12,Walking,-4.375,8,12
12,Walking,-4.25,8,12
12,Walking,-4.125,8,12
12,Walking,-4.0,9,12
12,Walking,-3.875,12,10
12,Walking,-3.75,11,10
12,Walking,-3.625,10,9
12,Walking,-3.5,12,10
12,Walking,-3.375,12,9
12,Walking,-3.25,12,11
12,Walking,-3.125,11,10
12,Walking,-3.0,12,11
12,Walking,-2.875,13,11
12,Walking,-2.75,13,13
12,Walking,-2.625,14,15
12,Walking,-2.5,14,16
12,Walking,-2.375,25,22
12,Walking,-2.25,24,22
12,Walking,-2.125,21,22
12,Walking,-2.0,20,20
12,Walking,-1.875,22,21
12,Walking,-1.75,20,21
12,Walking,-1.625,20,19
12,Walking,-1.5,17,20
12,Walking,-1.375,14,19
12,Walking,-1.25,13,17
12,Walking,-1.125,12,17
12,Walking,-1.0,15,15
12,Walking,-0.875,14,14
12,Walking,-0.75,13,13
12,Walking,-0.625,13,14
12,Walking,-0.5,12,14
12,Walking,-0.375,13,14
12,Walking,-0.25,13,13
12,Walking,-0.125,13,12
12,Walking,0.0,13,12
