Participant,Condition,Time,LDA_Errors,SVM_Errors
14,Leaning,-6.0,9,7
14,Leaning,-5.875,9,9
14,Leaning,-5.75,10,9
14,Leaning,-5.625,11,10
14,Leaning,-5.5,11,10
14,Leaning,-5.375,11,9
14,Leaning,-5.25,10,10
14,Leaning,-5.125,10,10
14,Leaning,-5.0,11,11
14,Leaning,-4.875,9,11
14,Leaning,-4.75,9,11
14,Leaning,-4.625,9,12
14,Leaning,-4.5,7,11
14,Leaning,-4.375,7,10
14,Leaning,-4.25,7,11
14,Leaning,-4.125,9,9
14,Leaning,-4.0,9,8
14,Leaning,-3.875,8,7
14,Leaning,-3.75,9,5
14,Leaning,-3.625,8,5
14,Leaning,-3.5,8,6
14,Leaning,-3.375,9,9
14,Leaning,-3.25,9,9
14,Leaning,-3.125,11,11
14,Leaning,-3.0,10,11
14,Leaning,-2.875,10,10
14,Leaning,-2.75,11,11
14,Leaning,-2.625,11,13
14,Leaning,-2.5,17,15
14,Leaning,-2.375,20,23
14,Leaning,-2.25,21,22
14,Leaning,-2.125,19,21
14,Leaning,-2.0,15,20
14,Leaning,-1.875,13,20
14,Leaning,-1.75,11,16
14,Leaning,-1.625,11,15
14,Leaning,-1.5,10,11
14,Leaning,-1.375,9,11
14,Leaning,-1.25,9,10
14,Leaning,-1.125,10,9
14,Leaning,-1.0,9,9
14,Leaning,-0.875,10,10
14,Leaning,-0.75,10,9
14,Leaning,-0.625,7,10
14,Leaning,-0.5,8,9
14,Leaning,-0.375,8,6
14,Leaning,-0.25,10,5
14,Leaning,-0.125,14,8
14,Leaning,0.0,24,9
