Participant,Condition,Time,LDA_Errors,SVM_Errors
10,Walking,-6.0,3,1
10,Walking,-5.875,5,3
10,Walking,-5.75,5,3
10,Walking,-5.625,4,3
10,Walking,-5.5,4,3
10,Walking,-5.375,4,3
10,Walking,-5.25,4,2
10,Walking,-5.125,2,2
10,Walking,-5.0,3,2
10,Walking,-4.875,2,2
10,Walking,-4.75,2,2
10,Walking,-4.625,3,2
10,Walking,-4.5,3,2
10,Walking,-4.375,3,3
10,Walking,-4.25,4,3
10,Walking,-4.125,3,5
10,Walking,-4.0,5,7
10,Walking,-3.875,6,7
10,Walking,-3.75,5,4
10,Walking,-3.625,4,4
10,Walking,-3.5,5,5
10,Walking,-3.375,5,6
10,Walking,-3.25,6,7
10,Walking,-3.125,7,8
10,Walking,-3.0,12,11
10,Walking,-2.875,14,11
10,Walking,-2.75,14,13
10,Walking,-2.625,16,12
10,Walking,-2.5,16,17
10,Walking,-2.375,20,22
10,Walking,-2.25,19,19
10,Walking,-2.125,18,18
10,Walking,-2.0,15,14
10,Walking,-1.875,13,13
10,Walking,-1.75,11,12
10,Walking,-1.625,8,12
10,Walking,-1.5,8,8
10,Walking,-1.375,6,6
10,Walking,-1.25,5,5
10,Walking,-1.125,5,6
10,Walking,-1.0,4,4
10,Walking,-0.875,3,5
10,Walking,-0.75,4,5
10,Walking,-0.625,3,4
10,Walking,-0.5,3,3
10,Walking,-0.375,3,3
10,Walking,-0.25,3,3
10,Walking,-0.125,4,3
10,Walking,0.0,6,5
