Participant,Condition,Time,LDA_Errors,SVM_Errors
2,Walking,-6.0,12,11
2,Walking,-5.875,13,14
2,Walking,-5.75,13,13
2,Walking,-5.625,14,14
2,Walking,-5.5,14,14
2,Walking,-5.375,12,12
2,Walking,-5.25,12,12
2,Walking,-5.125,10,11
2,Walking,-5.0,6,13
2,Walking,-4.875,7,11
2,Walking,-4.75,7,11
2,Walking,-4.625,9,11
2,Walking,-4.5,8,10
2,Walking,-4.375,8,10
2,Walking,-4.25,7,10
2,Walking,-4.125,7,9
2,Walking,-4.0,8,8
2,Walking,-3.875,7,7
2,Walking,-3.75,6,6
2,Walking,-3.625,4,5
2,Walking,-3.5,7,6
2,Walking,-3.375,7,7
2,Walking,-3.25,8,7
2,Walking,-3.125,8,6
2,Walking,-3.0,10,8
2,Walking,-2.875,14,8
2,Walking,-2.75,13,11
2,Walking,-2.625,12,15
2,Walking,-2.5,14,19
2,Walking,-2.375,20,21
2,Walking,-2.25,18,21
2,Walking,-2.125,19,21
2,Walking,-2.0,19,18
2,Walking,-1.875,19,18
2,Walking,-1.75,20,21
2,Walking,-1.625,20,20
2,Walking,-1.5,20,17
2,Walking,-1.375,18,16
2,Walking,-1.25,17,16
2,Walking,-1.125,17,15
2,Walking,-1.0,19,15
2,Walking,-0.875,16,15
2,Walking,-0.75,16,16
2,Walking,-0.625,16,16
2,Walking,-0.5,15,17
2,Walking,-0.375,17,16
2,Walking,-0.25,16,17
2,Walking,-0.125,16,18
2,Walking,0.0,16,20
