Participant,Condition,Time,LDA_Errors,SVM_Errors
8,Walking,-6.0,4,4
8,Walking,-5.875,4,6
8,Walking,-5.75,3,6
8,Walking,-5.625,6,6
8,Walking,-5.5,6,8
8,Walking,-5.375,7,9
8,Walking,-5.25,8,9
8,Walking,-5.125,9,9
8,Walking,-5.0,8,8
8,Walking,-4.875,8,9
8,Walking,-4.75,8,7
8,Walking,-4.625,6,5
8,Walking,-4.5,6,2
8,Walking,-4.375,6,1
8,Walking,-4.25,5,1
8,Walking,-4.125,4,1
8,Walking,-4.0,2,1
8,Walking,-3.875,1,1
8,Walking,-3.75,2,1
8,Walking,-3.625,6,2
8,Walking,-3.5,6,6
8,Walking,-3.375,6,7
8,Walking,-3.25,6,8
8,Walking,-3.125,9,9
8,Walking,-3.0,10,9
8,Walking,-2.875,12,11
8,Walking,-2.75,11,13
8,Walking,-2.625,13,14
8,Walking,-2.5,15,18
8,Walking,-2.375,22,20
8,Walking,-2.25,20,19
8,Walking,-2.125,17,18
8,Walking,-2.0,13,17
8,Walking,-1.875,12,13
8,Walking,-1.75,10,10
8,Walking,-1.625,10,11
8,Walking,-1.5,9,11
8,Walking,-1.375,10,11
8,Walking,-1.25,12,10
8,Walking,-1.125,12,9
8,Walking,-1.0,11,10
8,Walking,-0.875,10,10
8,Walking,-0.75,10,11
8,Walking,-0.625,11,10
8,Walking,-0.5,8,12
8,Walking,-0.375,8,14
8,Walking,-0.25,10,15
8,Walking,-0.125,12,14
8,Walking,0.0,13,13
