Participant,Condition,Time,LDA_Errors,SVM_Errors
9,Walking,-6.0,10,10
9,Walking,-5.875,11,11
9,Walking,-5.75,11,9
9,Walking,-5.625,10,8
9,Walking,-5.5,7,7
9,Walking,-5.375,8,6
9,Walking,-5.25,11,6
9,Walking,-5.125,11,6
9,Walking,-5.0,12,8
9,Walking,-4.875,12,7
9,Walking,-4.75,13,7
9,Walking,-4.625,12,6
9,Walking,-4.5,15,7
9,Walking,-4.375,15,8
9,Walking,-4.25,16,7
9,Walking,-4.125,16,7
9,Walking,-4.0,15,8
9,Walking,-3.875,15,9
9,Walking,-3.75,15,9
9,Walking,-3.625,11,8
9,Walking,-3.5,10,7
9,Walking,-3.375,9,8
9,Walking,-3.25,10,9
9,Walking,-3.125,10,8
9,Walking,-3.0,10,11
9,Walking,-2.875,13,11
9,Walking,-2.75,14,11
9,Walking,-2.625,12,13
9,Walking,-2.5,17,14
9,Walking,-2.375,20,22
9,Walking,-2.25,19,22
9,Walking,-2.125,18,22
9,Walking,-2.0,15,15
9,Walking,-1.875,13,12
9,Walking,-1.75,13,13
9,Walking,-1.625,10,12
9,Walking,-1.5,10,9
9,Walking,-1.375,11,9
9,Walking,-1.25,12,10
9,Walking,-1.125,13,10
9,Walking,-1.0,12,10
9,Walking,-0.875,12,9
9,Walking,-0.75,11,11
9,Walking,-0.625,10,11
9,Walking,-0.5,8,12
9,Walking,-0.375,8,10
9,Walking,-0.25,10,9
9,Walking,-0.125,12,10
9,Walking,0.0,19,7
