Participant,Condition,Time,LDA_Errors,SVM_Errors
9,Walking,-5.0,9,8
9,Walking,-4.875,9,8
9,Walking,-4.75,7,7
9,Walking,-4.625,8,6
9,Walking,-4.5,9,9
9,Walking,-4.375,9,7
9,Walking,-4.25,10,7
9,Walking,-4.125,8,6
9,Walking,-4.0,7,3
9,Walking,-3.875,7,5
9,Walking,-3.75,6,4
9,Walking,-3.625,6,4
9,Walking,-3.5,8,3
9,Walking,-3.375,6,3
9,Walking,-3.25,7,3
9,Walking,-3.125,8,3
9,Walking,-3.0,7,3
9,Walking,-2.875,8,4
9,Walking,-2.75,8,5
9,Walking,-2.625,8,5
9,Walking,-2.5,8,10
9,Walking,-2.375,9,9
9,Walking,-2.25,11,10
9,Walking,-2.125,13,10
9,Walking,-2.0,10,16
9,Walking,-1.875,11,14
9,Walking,-1.75,11,12
9,Walking,-1.625,10,10
9,Walking,-1.5,17,14
9,Walking,-1.375,18,20
9,Walking,-1.25,16,17
9,Walking,-1.125,14,15
9,Walking,-1.0,12,15
9,Walking,-0.875,13,14
9,Walking,-0.75,12,12
9,Walking,-0.625,10,12
9,Walking,-0.5,8,10
9,Walking,-0.375,8,7
9,Walking,-0.25,6,4
9,Walking,-0.125,5,4
9,Walking,0.0,6,7
9,Walking,0.125,8,8
9,Walking,0.25,7,8
9,Walking,0.375,8,8
9,Walking,0.5,10,10
9,Walking,0.625,11,10
9,Walking,0.75,14,12
9,Walking,0.875,15,12
9,Walking,1.0,20,18
