Participant,Condition,Time,LDA_Errors,SVM_Errors
3,Walking,-5.0,9,8
3,Walking,-4.875,7,8
3,Walking,-4.75,7,10
3,Walking,-4.625,6,9
3,Walking,-4.5,5,8
3,Walking,-4.375,5,8
3,Walking,-4.25,6,6
3,Walking,-4.125,6,6
3,Walking,-4.0,6,6
3,Walking,-3.875,5,4
3,Walking,-3.75,4,6
3,Walking,-3.625,4,5
3,Walking,-3.5,3,3
3,Walking,-3.375,3,2
3,Walking,-3.25,6,2
3,Walking,-3.125,5,3
3,Walking,-3.0,4,4
3,Walking,-2.875,5,4
3,Walking,-2.75,5,3
3,Walking,-2.625,4,4
3,Walking,-2.5,4,3
3,Walking,-2.375,5,3
3,Walking,-2.25,4,3
3,Walking,-2.125,3,2
3,Walking,-2.0,6,5
3,Walking,-1.875,9,7
3,Walking,-1.75,12,12
3,Walking,-1.625,14,14
3,Walking,-1.5,23,20
3,Walking,-1.375,10,12
3,Walking,-1.25,10,9
3,Walking,-1.125,10,7
3,Walking,-1.0,7,6
3,Walking,-0.875,5,6
3,Walking,-0.75,5,6
3,Walking,-0.625,5,5
3,Walking,-0.5,6,5
3,Walking,-0.375,6,5
3,Walking,-0.25,5,6
3,Walking,-0.125,7,6
3,Walking,0.0,10,6
3,Walking,0.125,10,6
3,Walking,0.25,11,8
3,Walking,0.375,11,10
3,Walking,0.5,13,11
3,Walking,0.625,11,13
3,Walking,0.75,11,12
3,Walking,0.875,11,12
3,Walking,1.0,17,15
