Participant,Condition,Time,LDA_Errors,SVM_Errors
11,Walking,-5.0,8,4
11,Walking,-4.875,8,4
11,Walking,-4.75,7,4
11,Walking,-4.625,7,4
11,Walking,-4.5,6,4
11,Walking,-4.375,6,4
11,Walking,-4.25,6,3
11,Walking,-4.125,6,3
11,Walking,-4.0,7,4
11,Walking,-3.875,6,4
11,Walking,-3.75,6,4
11,Walking,-3.625,8,4
11,Walking,-3.5,9,4
11,Walking,-3.375,10,5
11,Walking,-3.25,9,5
11,Walking,-3.125,10,7
11,Walking,-3.0,8,5
11,Walking,-2.875,7,5
11,Walking,-2.75,5,4
11,Walking,-2.625,6,3
11,Walking,-2.5,4,2
11,Walking,-2.375,4,2
11,Walking,-2.25,4,2
11,Walking,-2.125,2,2
11,Walking,-2.0,0,3
11,Walking,-1.875,1,4
11,Walking,-1.75,4,4
11,Walking,-1.625,6,4
11,Walking,-1.5,11,11
11,Walking,-1.375,20,20
11,Walking,-1.25,20,16
11,Walking,-1.125,15,11
11,Walking,-1.0,9,5
11,Walking,-0.875,5,4
11,Walking,-0.75,5,4
11,Walking,-0.625,4,4
11,Walking,-0.5,3,5
11,Walking,-0.375,3,4
11,Walking,-0.25,5,4
11,Walking,-0.125,4,5
11,Walking,0.0,4,5
11,Walking,0.125,5,7
11,Walking,0.25,9,7
11,Walking,0.375,10,9
11,Walking,0.5,11,8
11,Walking,0.625,12,9
11,Walking,0.75,12,10
11,Walking,0.875,15,7
11,Walking,1.0,19,8
