Participant,Condition,Time,LDA_Errors,SVM_Errors
1,Walking,-5.0,6,6
1,Walking,-4.875,6,7
1,Walking,-4.75,6,7
1,Walking,-4.625,7,7
1,Walking,-4.5,6,7
1,Walking,-4.375,6,7
1,Walking,-4.25,4,6
1,Walking,-4.125,6,6
1,Walking,-4.0,6,6
1,Walking,-3.875,7,8
1,Walking,-3.75,7,8
1,Walking,-3.625,7,8
1,Walking,-3.5,5,9
1,Walking,-3.375,5,7
1,Walking,-3.25,4,7
1,Walking,-3.125,4,7
1,Walking,-3.0,3,6
1,Walking,-2.875,2,4
1,Walking,-2.75,1,2
1,Walking,-2.625,1,4
1,Walking,-2.5,2,5
1,Walking,-2.375,3,4
1,Walking,-2.25,4,4
1,Walking,-2.125,3,4
1,Walking,-2.0,4,5
1,Walking,-1.875,6,4
1,Walking,-1.75,9,4
1,Walking,-1.625,11,4
1,Walking,-1.5,13,9
1,Walking,-1.375,23,21
1,Walking,-1.25,19,16
1,Walking,-1.125,14,14
1,Walking,-1.0,11,12
1,Walking,-0.875,11,10
1,Walking,-0.75,11,11
1,Walking,-0.625,9,12
1,Walking,-0.5,9,13
1,Walking,-0.375,10,11
1,Walking,-0.25,10,10
1,Walking,-0.125,10,12
1,Walking,0.0,12,11
1,Walking,0.125,12,8
1,Walking,0.25,13,9
1,Walking,0.375,13,10
1,Walking,0.5,13,11
1,Walking,0.625,14,14
1,Walking,0.75,14,16
1,Walking,0.875,15,18
1,Walking,1.0,17,20
