Participant,Condition,Time,LDA_Errors,SVM_Errors
5,Leaning,-5.0,18,10
5,Leaning,-4.875,15,9
5,Leaning,-4.75,13,8
5,Leaning,-4.625,12,7
5,Leaning,-4.5,12,7
5,Leaning,-4.375,10,7
5,Leaning,-4.25,9,9
5,Leaning,-4.125,10,9
5,Leaning,-4.0,8,10
5,Leaning,-3.875,8,9
5,Leaning,-3.75,8,8
5,Leaning,-3.625,8,7
5,Leaning,-3.5,8,8
5,Leaning,-3.375,7,8
5,Leaning,-3.25,6,9
5,Leaning,-3.125,6,10
5,Leaning,-3.0,7,14
5,Leaning,-2.875,9,12
5,Leaning,-2.75,9,13
5,Leaning,-2.625,10,11
5,Leaning,-2.5,9,12
5,Leaning,-2.375,9,9
5,Leaning,-2.25,9,12
5,Leaning,-2.125,9,11
5,Leaning,-2.0,12,13
5,Leaning,-1.875,13,15
5,Leaning,-1.75,13,16
5,Leaning,-1.625,13,14
5,Leaning,-1.5,15,15
5,Leaning,-1.375,22,24
5,Leaning,-1.25,22,24
5,Leaning,-1.125,21,24
5,Leaning,-1.0,22,23
5,Leaning,-0.875,21,21
5,Leaning,-0.75,22,18
5,Leaning,-0.625,21,20
5,Leaning,-0.5,22,17
5,Leaning,-0.375,24,17
5,Leaning,-0.25,22,17
5,Leaning,-0.125,22,16
5,Leaning,0.0,22,18
5,Leaning,0.125,22,18
5,Leaning,0.25,20,16
5,Leaning,0.375,20,16
5,Leaning,0.5,23,19
5,Leaning,0.625,23,18
5,Leaning,0.75,26,20
5,Leaning,0.875,27,21
5,Leaning,1.0,26,20
