Participant,Condition,Time,LDA_Errors,SVM_Errors
14,Leaning,-5.0,8,5
14,Leaning,-4.875,8,5
14,Leaning,-4.75,7,7
14,Leaning,-4.625,7,7
14,Leaning,-4.5,7,7
14,Leaning,-4.375,7,7
14,Leaning,-4.25,6,6
14,Leaning,-4.125,9,7
14,Leaning,-4.0,11,10
14,Leaning,-3.875,11,12
14,Leaning,-3.75,15,12
14,Leaning,-3.625,15,13
14,Leaning,-3.5,13,8
14,Leaning,-3.375,12,6
14,Leaning,-3.25,10,8
14,Leaning,-3.125,10,9
14,Leaning,-3.0,10,8
14,Leaning,-2.875,10,8
14,Leaning,-2.75,10,7
14,Leaning,-2.625,10,6
14,Leaning,-2.5,9,8
14,Leaning,-2.375,7,8
14,Leaning,-2.25,6,8
14,Leaning,-2.125,6,8
14,Leaning,-2.0,8,10
14,Leaning,-1.875,8,10
14,Leaning,-1.75,8,13
14,Leaning,-1.625,9,14
14,Leaning,-1.5,12,16
14,Leaning,-1.375,25,22
14,Leaning,-1.25,24,24
14,Leaning,-1.125,25,25
14,Leaning,-1.0,22,20
14,Leaning,-0.875,23,17
14,Leaning,-0.75,22,17
14,Leaning,-0.625,20,15
14,Leaning,-0.5,20,17
14,Leaning,-0.375,20,15
14,Leaning,-0.25,20,15
14,Leaning,-0.125,20,14
14,Leaning,0.0,20,15
14,Leaning,0.125,20,16
14,Leaning,0.25,21,16
14,Leaning,0.375,21,19
14,Leaning,0.5,21,21
14,Leaning,0.625,22,18
14,Leaning,0.75,23,18
14,Leaning,0.875,25,20
14,Leaning,1.0,26,16
