Participant,Condition,Time,LDA_Errors,SVM_Errors
7,Walking,-5.0,9,6
7,Walking,-4.875,9,10
7,Walking,-4.75,11,9
7,Walking,-4.625,14,9
7,Walking,-4.5,13,11
7,Walking,-4.375,14,11
7,Walking,-4.25,13,12
7,Walking,-4.125,13,13
7,Walking,-4.0,11,13
7,Walking,-3.875,11,13
7,Walking,-3.75,11,14
7,Walking,-3.625,11,13
7,Walking,-3.5,13,10
7,Walking,-3.375,14,10
7,Walking,-3.25,13,9
7,Walking,-3.125,14,11
7,Walking,-3.0,15,11
7,Walking,-2.875,13,9
7,Walking,-2.75,11,8
7,Walking,-2.625,9,8
7,Walking,-2.5,4,8
7,Walking,-2.375,3,5
7,Walking,-2.25,4,6
7,Walking,-2.125,4,6
7,Walking,-2.0,5,6
7,Walking,-1.875,4,5
7,Walking,-1.75,5,5
7,Walking,-1.625,7,6
7,Walking,-1.5,12,10
7,Walking,-1.375,22,25
7,Walking,-1.25,20,20
7,Walking,-1.125,17,14
7,Walking,-1.0,14,13
7,Walking,-0.875,13,12
7,Walking,-0.75,13,11
7,Walking,-0.625,11,10
7,Walking,-0.5,10,11
7,Walking,-0.375,10,11
7,Walking,-0.25,10,11
7,Walking,-0.125,10,11
7,Walking,0.0,9,11
7,Walking,0.125,7,11
7,Walking,0.25,7,10
7,Walking,0.375,8,10
7,Walking,0.5,8,13
7,Walking,0.625,10,14
7,Walking,0.75,12,15
7,Walking,0.875,12,14
7,Walking,1.0,13,16
