Participant,Condition,Time,LDA_Errors,SVM_Errors
12,Walking,-5.0,5,6
12,Walking,-4.875,5,7
12,Walking,-4.75,6,8
12,Walking,-4.625,6,8
12,Walking,-4.5,7,8
12,Walking,-4.375,6,7
12,Walking,-4.25,6,9
12,Walking,-4.125,4,7
12,Walking,-4.0,4,10
12,Walking,-3.875,4,10
12,Walking,-3.75,4,10
12,Walking,-3.625,6,10
12,Walking,-3.5,7,10
12,Walking,-3.375,9,11
12,Walking,-3.25,7,11
12,Walking,-3.125,7,10
12,Walking,-3.0,9,8
12,Walking,-2.875,12,9
12,Walking,-2.75,11,9
12,Walking,-2.625,13,10
12,Walking,-2.5,13,9
12,Walking,-2.375,13,9
12,Walking,-2.25,12,10
12,Walking,-2.125,14,12
12,Walking,-2.0,15,13
12,Walking,-1.875,16,13
12,Walking,-1.75,13,14
12,Walking,-1.625,16,13
12,Walking,-1.5,20,16
12,Walking,-1.375,18,19
12,Walking,-1.25,14,15
12,Walking,-1.125,13,15
12,Walking,-1.0,13,13
12,Walking,-0.875,12,14
12,Walking,-0.75,12,14
12,Walking,-0.625,11,13
12,Walking,-0.5,10,15
12,Walking,-0.375,10,15
12,Walking,-0.25,10,14
12,Walking,-0.125,11,14
12,Walking,0.0,10,13
12,Walking,0.125,9,14
12,Walking,0.25,9,11
12,Walking,0.375,10,10
12,Walking,0.5,13,12
12,Walking,0.625,14,13
12,Walking,0.75,13,15
12,Walking,0.875,14,14
12,Walking,1.0,15,12
