Participant,Condition,Time,LDA_Errors,SVM_Errors
5,Walking,-5.0,17,18
5,Walking,-4.875,16,16
5,Walking,-4.75,19,16
5,Walking,-4.625,19,15
5,Walking,-4.5,17,15
5,Walking,-4.375,19,17
5,Walking,-4.25,18,17
5,Walking,-4.125,17,17
5,Walking,-4.0,16,14
5,Walking,-3.875,16,15
5,Walking,-3.75,15,15
5,Walking,-3.625,16,17
5,Walking,-3.5,15,15
5,Walking,-3.375,13,13
5,Walking,-3.25,12,11
5,Walking,-3.125,10,11
5,Walking,-3.0,10,9
5,Walking,-2.875,9,9
5,Walking,-2.75,10,9
5,Walking,-2.625,9,10
5,Walking,-2.5,8,8
5,Walking,-2.375,7,6
5,Walking,-2.25,7,8
5,Walking,-2.125,4,9
5,Walking,-2.0,4,7
5,Walking,-1.875,4,7
5,Walking,-1.75,5,5
5,Walking,-1.625,6,6
5,Walking,-1.5,13,11
5,Walking,-1.375,26,27
5,Walking,-1.25,23,25
5,Walking,-1.125,20,25
5,Walking,-1.0,18,25
5,Walking,-0.875,17,23
5,Walking,-0.75,19,21
5,Walking,-0.625,14,19
5,Walking,-0.5,15,16
5,Walking,-0.375,13,15
5,Walking,-0.25,13,16
5,Walking,-0.125,13,19
5,Walking,0.0,13,21
5,Walking,0.125,14,19
5,Walking,0.25,15,18
5,Walking,0.375,16,16
5,Walking,0.5,20,20
5,Walking,0.625,22,22
5,Walking,0.75,22,24
5,Walking,0.875,24,27
5,Walking,1.0,23,26
