Participant,Condition,Time,LDA_Errors,SVM_Errors
6,Walking,-5.0,8,7
6,Walking,-4.875,8,8
6,Walking,-4.75,11,7
6,Walking,-4.625,11,7
6,Walking,-4.5,13,6
6,Walking,-4.375,13,6
6,Walking,-4.25,13,7
6,Walking,-4.125,13,9
6,Walking,-4.0,15,8
6,Walking,-3.875,15,9
6,Walking,-3.75,15,7
6,Walking,-3.625,16,9
6,Walking,-3.5,14,8
6,Walking,-3.375,14,10
6,Walking,-3.25,11,10
6,Walking,-3.125,9,13
6,Walking,-3.0,10,13
6,Walking,-2.875,10,11
6,Walking,-2.75,11,10
6,Walking,-2.625,9,6
6,Walking,-2.5,6,4
6,Walking,-2.375,9,5
6,Walking,-2.25,8,6
6,Walking,-2.125,7,5
6,Walking,-2.0,6,2
6,Walking,-1.875,7,1
6,Walking,-1.75,7,4
6,Walking,-1.625,9,6
6,Walking,-1.5,13,12
6,Walking,-1.375,21,24
6,Walking,-1.25,19,22
6,Walking,-1.125,20,17
6,Walking,-1.0,17,15
6,Walking,-0.875,17,14
6,Walking,-0.75,18,15
6,Walking,-0.625,20,14
6,Walking,-0.5,19,14
6,Walking,-0.375,19,15
6,Walking,-0.25,21,14
6,Walking,-0.125,21,15
6,Walking,0.0,21,13
6,Walking,0.125,20,15
6,Walking,0.25,19,16
6,Walking,0.375,20,18
6,Walking,0.5,24,20
6,Walking,0.625,24,19
6,Walking,0.75,25,19
6,Walking,0.875,26,20
6,Walking,1.0,28,19
